"Literal",Code
"heer en keer",http://cedar.example.org/ns#ac-11407
"heer oudelands ambacht",http://cedar.example.org/ns#ac-11207
"heerde",http://cedar.example.org/ns#ac-10291
"heerenveen",http://cedar.example.org/ns#ac-10680
"heerewaarden",http://cedar.example.org/ns#ac-10067
"heerhugowaard",http://cedar.example.org/ns#ac-10752
"heerjansdam",http://cedar.example.org/ns#ac-10540
"heerlen",http://cedar.example.org/ns#ac-10902
"heesbeen, eethen en genderen",http://cedar.example.org/ns#ac-10010
"heesch",http://cedar.example.org/ns#ac-10149
"heeswijk",http://cedar.example.org/ns#ac-11229
"heeswijk-dinther",http://cedar.example.org/ns#ac-10690
"heeze",http://cedar.example.org/ns#ac-10462
"heeze-leende",http://cedar.example.org/ns#ac-10462
"hefshuizen",http://cedar.example.org/ns#ac-10246
"hei- en boeicop",http://cedar.example.org/ns#ac-11024
"heille",http://cedar.example.org/ns#ac-11309
"heiloo",http://cedar.example.org/ns#ac-10793
"heinenoord",http://cedar.example.org/ns#ac-10821
"heinkenszand",http://cedar.example.org/ns#ac-10413
"heino",http://cedar.example.org/ns#ac-10854
"hekelingen",http://cedar.example.org/ns#ac-10873
"hekendorp",http://cedar.example.org/ns#ac-10217
"helden",http://cedar.example.org/ns#ac-10205
"hellendoorn",http://cedar.example.org/ns#ac-10806
"hellevoetsluis",http://cedar.example.org/ns#ac-11078
"helmond",http://cedar.example.org/ns#ac-10932
"helvoirt",http://cedar.example.org/ns#ac-10389
"hemelumer oldeferd",http://cedar.example.org/ns#ac-10334
"hemelumer oldephaert en noordwolde",http://cedar.example.org/ns#ac-10334
"hemmen",http://cedar.example.org/ns#ac-11162
"hendrik-ido-ambacht",http://cedar.example.org/ns#ac-10416
"hengelo",http://cedar.example.org/ns#ac-10907
"hengstdijk",http://cedar.example.org/ns#ac-10636
"hennaarderadeel",http://cedar.example.org/ns#ac-10877
"hensbroek",http://cedar.example.org/ns#ac-10181
"herkingen",http://cedar.example.org/ns#ac-10267
"hernen",http://cedar.example.org/ns#ac-10528
"herpen",http://cedar.example.org/ns#ac-11262
"herpt",http://cedar.example.org/ns#ac-10845
"herten",http://cedar.example.org/ns#ac-10138
"herveld",http://cedar.example.org/ns#ac-10444
"herwen",http://cedar.example.org/ns#ac-10819
"herwen en aerdt",http://cedar.example.org/ns#ac-10819
"herwijnen",http://cedar.example.org/ns#ac-11266
"het bildt",http://cedar.example.org/ns#ac-10128
"heteren",http://cedar.example.org/ns#ac-10290
"heukelum",http://cedar.example.org/ns#ac-11308
"heumen",http://cedar.example.org/ns#ac-10600
"heusden",http://cedar.example.org/ns#ac-10916
"heythuysen",http://cedar.example.org/ns#ac-10840
"hien en dodewaard",http://cedar.example.org/ns#ac-11438
"hillegersberg",http://cedar.example.org/ns#ac-10227
"hillegom",http://cedar.example.org/ns#ac-11236
"hilvarenbeek",http://cedar.example.org/ns#ac-11297
"hilversum",http://cedar.example.org/ns#ac-11285
"hindeloopen",http://cedar.example.org/ns#ac-10672
"hodenpijl",http://cedar.example.org/ns#ac-10876
"hoedekenskerke",http://cedar.example.org/ns#ac-11072
"hoek",http://cedar.example.org/ns#ac-10038
"hoenkoop",http://cedar.example.org/ns#ac-10611
"hoensbroek",http://cedar.example.org/ns#ac-11177
"hoevelaken",http://cedar.example.org/ns#ac-11358
"hoeven",http://cedar.example.org/ns#ac-10065
"hof van delft",http://cedar.example.org/ns#ac-10089
"hof van twente",http://cedar.example.org/ns#ac-10076
"hofwegen",http://cedar.example.org/ns#ac-10325
"holten",http://cedar.example.org/ns#ac-11246
"holwerd",http://cedar.example.org/ns#ac-11172
"holysloot",http://cedar.example.org/ns#ac-11234
"hontenisse",http://cedar.example.org/ns#ac-11123
"hoofdplaat",http://cedar.example.org/ns#ac-10147
"hoog en woud harnasch",http://cedar.example.org/ns#ac-10163
"hoogblokland",http://cedar.example.org/ns#ac-11040
"hooge en lage mierde",http://cedar.example.org/ns#ac-10476
"hooge en lage zwaluwe",http://cedar.example.org/ns#ac-11318
"hoogelande",http://cedar.example.org/ns#ac-11194
"hoogeloon, hapert en casteren",http://cedar.example.org/ns#ac-10657
"hoogeveen",http://cedar.example.org/ns#ac-10839
"hoogeveen (delfland)",http://cedar.example.org/ns#ac-10835
"hoogeveen (rijnland)",http://cedar.example.org/ns#ac-10755
"hoogezand",http://cedar.example.org/ns#ac-10410
"hoogezand-sappemeer",http://cedar.example.org/ns#ac-10410
"hoogkarspel",http://cedar.example.org/ns#ac-10642
"hoogkerk",http://cedar.example.org/ns#ac-10953
"hoogland",http://cedar.example.org/ns#ac-10545
"hoogmade",http://cedar.example.org/ns#ac-10026
"hoogvliet",http://cedar.example.org/ns#ac-10348
"hoogwoud",http://cedar.example.org/ns#ac-11029
"hoorn",http://cedar.example.org/ns#ac-11392
"hoornaar",http://cedar.example.org/ns#ac-10516
"horn",http://cedar.example.org/ns#ac-11176
"horssen",http://cedar.example.org/ns#ac-10607
"horst",http://cedar.example.org/ns#ac-11108
"horst aan de maas",http://cedar.example.org/ns#ac-11108
"houten",http://cedar.example.org/ns#ac-10230
"houthem",http://cedar.example.org/ns#ac-11111
"houtrijk en polanen",http://cedar.example.org/ns#ac-11252
"huijbergen",http://cedar.example.org/ns#ac-10466
"huisseling en neerloon",http://cedar.example.org/ns#ac-10049
"huissen",http://cedar.example.org/ns#ac-11047
"huizen",http://cedar.example.org/ns#ac-11170
"huizum",http://cedar.example.org/ns#ac-10525
"hulsberg",http://cedar.example.org/ns#ac-11216
"hulst",http://cedar.example.org/ns#ac-11408
"hummelo",http://cedar.example.org/ns#ac-11235
"hummelo en keppel",http://cedar.example.org/ns#ac-11235
"hunsel",http://cedar.example.org/ns#ac-10784
"hurwenen",http://cedar.example.org/ns#ac-11432
"idaarderadeel",http://cedar.example.org/ns#ac-10815
"ijlst",http://cedar.example.org/ns#ac-11062
"ijsselham",http://cedar.example.org/ns#ac-10858
"ijsselmonde",http://cedar.example.org/ns#ac-11357
"ijsselmuiden",http://cedar.example.org/ns#ac-10641
"ijsselstein",http://cedar.example.org/ns#ac-10152
"ijzendijke",http://cedar.example.org/ns#ac-10688
"ijzendoorn",http://cedar.example.org/ns#ac-11430
"ilpendam",http://cedar.example.org/ns#ac-10809
"indijk",http://cedar.example.org/ns#ac-10411
"itteren",http://cedar.example.org/ns#ac-10458
"ittervoort",http://cedar.example.org/ns#ac-10190
"jaarsveld",http://cedar.example.org/ns#ac-10847
"jabeek",http://cedar.example.org/ns#ac-10256
"jacobswoude",http://cedar.example.org/ns#ac-10461
"jelsum",http://cedar.example.org/ns#ac-10645
"jisp",http://cedar.example.org/ns#ac-10481
"jorwerd",http://cedar.example.org/ns#ac-11251
"joure",http://cedar.example.org/ns#ac-10022
"jutphaas",http://cedar.example.org/ns#ac-10374
"kalslagen",http://cedar.example.org/ns#ac-10724
"kamerik",http://cedar.example.org/ns#ac-10554
"kamerik-houtdijken",http://cedar.example.org/ns#ac-10554
"kamerik-mijzijde",http://cedar.example.org/ns#ac-10555
"kampen",http://cedar.example.org/ns#ac-10253
"kampensnieuwland",http://cedar.example.org/ns#ac-11197
"kamperveen",http://cedar.example.org/ns#ac-10443
"kantens",http://cedar.example.org/ns#ac-10372
"kapelle",http://cedar.example.org/ns#ac-11223
"katendrecht",http://cedar.example.org/ns#ac-11401
"kats",http://cedar.example.org/ns#ac-10919
"kattendijke",http://cedar.example.org/ns#ac-11218
"katwijk",http://cedar.example.org/ns#ac-10707
"katwoude",http://cedar.example.org/ns#ac-11136
"kedichem",http://cedar.example.org/ns#ac-10280
"keppel",http://cedar.example.org/ns#ac-10488
"kerkrade",http://cedar.example.org/ns#ac-10313
"kerkwerve",http://cedar.example.org/ns#ac-10837
"kerkwijk",http://cedar.example.org/ns#ac-10791
"kessel",http://cedar.example.org/ns#ac-10890
"kesteren",http://cedar.example.org/ns#ac-10916
"kethel en spaland",http://cedar.example.org/ns#ac-10551
"kijfhoek",http://cedar.example.org/ns#ac-10319
"klaaskinderenkerke",http://cedar.example.org/ns#ac-11428
"klaaswaal",http://cedar.example.org/ns#ac-10284
"kleine lindt",http://cedar.example.org/ns#ac-10150
"kleverskerke",http://cedar.example.org/ns#ac-10519
"klimmen",http://cedar.example.org/ns#ac-10977
"kloetinge",http://cedar.example.org/ns#ac-10155
"kloosterburen",http://cedar.example.org/ns#ac-10628
"klundert",http://cedar.example.org/ns#ac-10656
"kockengen",http://cedar.example.org/ns#ac-10765
"koedijk",http://cedar.example.org/ns#ac-10510
"koewacht",http://cedar.example.org/ns#ac-10892
"kollum",http://cedar.example.org/ns#ac-10984
"kollumerland en nieuwkruisland",http://cedar.example.org/ns#ac-10984
"koog aan de zaan",http://cedar.example.org/ns#ac-10776
"korendijk",http://cedar.example.org/ns#ac-10917
"kortenhoef",http://cedar.example.org/ns#ac-10467
"kortgene",http://cedar.example.org/ns#ac-10250
"koudekerk",http://cedar.example.org/ns#ac-11445
"koudekerk aan den rijn",http://cedar.example.org/ns#ac-10029
"koudekerke",http://cedar.example.org/ns#ac-11428
"koudum",http://cedar.example.org/ns#ac-10334
"krabbendijke",http://cedar.example.org/ns#ac-11038
"kralingen",http://cedar.example.org/ns#ac-11367
"krimpen aan de lek",http://cedar.example.org/ns#ac-10617
"krimpen aan den ijssel",http://cedar.example.org/ns#ac-10859
"krommenie",http://cedar.example.org/ns#ac-10373
"kruiningen",http://cedar.example.org/ns#ac-10077
"kuinre",http://cedar.example.org/ns#ac-11148
"kwadijk",http://cedar.example.org/ns#ac-10775
"laag-nieuwkoop",http://cedar.example.org/ns#ac-10305
"laagblokland",http://cedar.example.org/ns#ac-10351
"laarbeek",http://cedar.example.org/ns#ac-10173
"landerd",http://cedar.example.org/ns#ac-10276
"landgraaf",http://cedar.example.org/ns#ac-11335
"landsmeer",http://cedar.example.org/ns#ac-11225
"langbroek",http://cedar.example.org/ns#ac-11413
"lange ruige weide",http://cedar.example.org/ns#ac-10900
"langebakkersoord",http://cedar.example.org/ns#ac-10670
"langedijk",http://cedar.example.org/ns#ac-10955
"langerak",http://cedar.example.org/ns#ac-11127
"langezwaag",http://cedar.example.org/ns#ac-10770
"langweer",http://cedar.example.org/ns#ac-10086
"laren",http://cedar.example.org/ns#ac-10649
"lauwerecht",http://cedar.example.org/ns#ac-10431
"lede- en oudewaard",http://cedar.example.org/ns#ac-10231
"leek",http://cedar.example.org/ns#ac-10604
"leende",http://cedar.example.org/ns#ac-11017
"leens",http://cedar.example.org/ns#ac-11050
"leerbroek",http://cedar.example.org/ns#ac-10465
"leerdam",http://cedar.example.org/ns#ac-10685
"leersum",http://cedar.example.org/ns#ac-11142
"leeuwarden",http://cedar.example.org/ns#ac-11228
"leeuwarderadeel",http://cedar.example.org/ns#ac-10851
"leeuwen",http://cedar.example.org/ns#ac-10548
"leiden",http://cedar.example.org/ns#ac-10702
"leiderdorp",http://cedar.example.org/ns#ac-10058
"leidschendam",http://cedar.example.org/ns#ac-10742
"leidschendam-voorburg",http://cedar.example.org/ns#ac-11103
"leimuiden",http://cedar.example.org/ns#ac-11351
"lekkerkerk",http://cedar.example.org/ns#ac-10050
"lelystad",http://cedar.example.org/ns#ac-11110
"lemmer",http://cedar.example.org/ns#ac-10142
"lemsterland",http://cedar.example.org/ns#ac-10142
"lent",http://cedar.example.org/ns#ac-10143
"leusden",http://cedar.example.org/ns#ac-10978
"leuth",http://cedar.example.org/ns#ac-10556
"lexmond",http://cedar.example.org/ns#ac-10930
"lichtenvoorde",http://cedar.example.org/ns#ac-10242
"liemeer",http://cedar.example.org/ns#ac-10487
"liempde",http://cedar.example.org/ns#ac-10390
"lienden",http://cedar.example.org/ns#ac-11093
"lierop",http://cedar.example.org/ns#ac-11279
"lieshout",http://cedar.example.org/ns#ac-10637
"liesveld",http://cedar.example.org/ns#ac-11205
"limbricht",http://cedar.example.org/ns#ac-11124
"limmen",http://cedar.example.org/ns#ac-11370
"linden",http://cedar.example.org/ns#ac-11305
"lingewaal",http://cedar.example.org/ns#ac-11376
"lingewaard",http://cedar.example.org/ns#ac-10744
"linne",http://cedar.example.org/ns#ac-10990
"linschoten",http://cedar.example.org/ns#ac-11324
"lippenhuizen",http://cedar.example.org/ns#ac-10507
"lisse",http://cedar.example.org/ns#ac-10197
"lith",http://cedar.example.org/ns#ac-11219
"lithoijen",http://cedar.example.org/ns#ac-10024
"littenseradeel",http://cedar.example.org/ns#ac-10422
"littenseradiel",http://cedar.example.org/ns#ac-10422
"lobith",http://cedar.example.org/ns#ac-10719
"lochem",http://cedar.example.org/ns#ac-11263
"loenen",http://cedar.example.org/ns#ac-11202
"loenen en wolferen",http://cedar.example.org/ns#ac-10423
"loenen-kronenburg",http://cedar.example.org/ns#ac-11439
"loenersloot",http://cedar.example.org/ns#ac-10208
"lonneker",http://cedar.example.org/ns#ac-11045
"loon op zand",http://cedar.example.org/ns#ac-11259
"looperskapelle",http://cedar.example.org/ns#ac-10317
"loosdrecht",http://cedar.example.org/ns#ac-10639
"loosduinen",http://cedar.example.org/ns#ac-10997
"lopik",http://cedar.example.org/ns#ac-10333
"loppersum",http://cedar.example.org/ns#ac-10934
"losser",http://cedar.example.org/ns#ac-11166
"lunteren",http://cedar.example.org/ns#ac-10653
"luyksgestel",http://cedar.example.org/ns#ac-10011
"maarheeze",http://cedar.example.org/ns#ac-11143
"maarn",http://cedar.example.org/ns#ac-10392
"maarssen",http://cedar.example.org/ns#ac-10191
"maarssenbroek",http://cedar.example.org/ns#ac-10171
"maarsseveen",http://cedar.example.org/ns#ac-10874
"maartensdijk",http://cedar.example.org/ns#ac-10691
"maasbommel",http://cedar.example.org/ns#ac-10692
"maasbracht",http://cedar.example.org/ns#ac-10964
"maasbree",http://cedar.example.org/ns#ac-11352
"maasdam",http://cedar.example.org/ns#ac-11019
"maasdonk",http://cedar.example.org/ns#ac-10370
"maasdriel",http://cedar.example.org/ns#ac-10341
"maashees en overloon",http://cedar.example.org/ns#ac-10532
"maasland",http://cedar.example.org/ns#ac-10393
"maasniel",http://cedar.example.org/ns#ac-11261
"maassluis",http://cedar.example.org/ns#ac-10880
"maastricht",http://cedar.example.org/ns#ac-10182
"made",http://cedar.example.org/ns#ac-10258
"made en drimmelen",http://cedar.example.org/ns#ac-10258
"maire",http://cedar.example.org/ns#ac-10480
"makkum",http://cedar.example.org/ns#ac-10926
"maren",http://cedar.example.org/ns#ac-10495
"margraten",http://cedar.example.org/ns#ac-11243
"mariekerke",http://cedar.example.org/ns#ac-11221
"markelo",http://cedar.example.org/ns#ac-11382
"marken",http://cedar.example.org/ns#ac-10901
"marrum",http://cedar.example.org/ns#ac-10475
"marsum",http://cedar.example.org/ns#ac-10778
"marum",http://cedar.example.org/ns#ac-11431
"maurik",http://cedar.example.org/ns#ac-10300
"medemblik",http://cedar.example.org/ns#ac-11215
"meeden",http://cedar.example.org/ns#ac-10304
"meerdervoort",http://cedar.example.org/ns#ac-10435
"meerkerk",http://cedar.example.org/ns#ac-10618
"meerlo",http://cedar.example.org/ns#ac-11416
"meerlo-wanssum",http://cedar.example.org/ns#ac-11416
"meerssen",http://cedar.example.org/ns#ac-10494
"meeuwen",http://cedar.example.org/ns#ac-10216
"meeuwen, hill en babyloniënbroek",http://cedar.example.org/ns#ac-10216
"megen",http://cedar.example.org/ns#ac-10988
"megen, haren en macharen",http://cedar.example.org/ns#ac-10988
"meijel",http://cedar.example.org/ns#ac-10925
"melick en herkenbosch",http://cedar.example.org/ns#ac-10196
"meliskerke",http://cedar.example.org/ns#ac-11221
"melissant",http://cedar.example.org/ns#ac-10918
"menaldum",http://cedar.example.org/ns#ac-11144
"menaldumadeel",http://cedar.example.org/ns#ac-11144
"menterwolde",http://cedar.example.org/ns#ac-11282
"meppel",http://cedar.example.org/ns#ac-11204
"merkelbeek",http://cedar.example.org/ns#ac-10763
"mesch",http://cedar.example.org/ns#ac-11070
"metslawier",http://cedar.example.org/ns#ac-11102
"mheer",http://cedar.example.org/ns#ac-10538
"middelburg",http://cedar.example.org/ns#ac-10483
"middelharnis",http://cedar.example.org/ns#ac-11067
"middelie",http://cedar.example.org/ns#ac-10452
"middelstum",http://cedar.example.org/ns#ac-11199
"midden-delfland",http://cedar.example.org/ns#ac-10130
"midden-drenthe",http://cedar.example.org/ns#ac-10520
"middenschouwen",http://cedar.example.org/ns#ac-10837
"middenveld",http://cedar.example.org/ns#ac-10520
"midwolda",http://cedar.example.org/ns#ac-10356
"midwoud",http://cedar.example.org/ns#ac-10924
"mierlo",http://cedar.example.org/ns#ac-10215
"mijdrecht",http://cedar.example.org/ns#ac-11379
"mijnsheerenland",http://cedar.example.org/ns#ac-11112
"mildam",http://cedar.example.org/ns#ac-11175
"mill en sint hubert",http://cedar.example.org/ns#ac-10535
"millingen",http://cedar.example.org/ns#ac-10072
"millingen aan de rijn",http://cedar.example.org/ns#ac-10072
"minnertsga",http://cedar.example.org/ns#ac-10328
"moerdijk",http://cedar.example.org/ns#ac-10046
"moergestel",http://cedar.example.org/ns#ac-11191
"moerhuizen",http://cedar.example.org/ns#ac-11377
"moerkapelle",http://cedar.example.org/ns#ac-11383
"molenaarsgraaf",http://cedar.example.org/ns#ac-10166
"monnickendam",http://cedar.example.org/ns#ac-10983
"monster",http://cedar.example.org/ns#ac-10019
"montferland",http://cedar.example.org/ns#ac-10350
"montfoort",http://cedar.example.org/ns#ac-10033
"montfort",http://cedar.example.org/ns#ac-10266
"mook en middelaar",http://cedar.example.org/ns#ac-10271
"moordrecht",http://cedar.example.org/ns#ac-10120
"muiden",http://cedar.example.org/ns#ac-10958
"munstergeleen",http://cedar.example.org/ns#ac-10273
"muntendam",http://cedar.example.org/ns#ac-10550
"naaldwijk",http://cedar.example.org/ns#ac-11418
"naaldwijk (alblasserwaard)",http://cedar.example.org/ns#ac-10514
"naarden",http://cedar.example.org/ns#ac-10187
"naters",http://cedar.example.org/ns#ac-11384
"neder-betuwe",http://cedar.example.org/ns#ac-10916
"nederhemert",http://cedar.example.org/ns#ac-10310
"nederhorst den berg",http://cedar.example.org/ns#ac-10715
"nederlek",http://cedar.example.org/ns#ac-10050
"nederslingeland",http://cedar.example.org/ns#ac-10693
"nederweert",http://cedar.example.org/ns#ac-10681
"nederwetten en eckart",http://cedar.example.org/ns#ac-11361
"neede",http://cedar.example.org/ns#ac-10367
"neer",http://cedar.example.org/ns#ac-10682
"neerijnen",http://cedar.example.org/ns#ac-10125
"neeritter",http://cedar.example.org/ns#ac-11001
"nes",http://cedar.example.org/ns#ac-10274
"netterden",http://cedar.example.org/ns#ac-10315
"neuzen",http://cedar.example.org/ns#ac-10704
"nibbixwoud",http://cedar.example.org/ns#ac-10091
"niedorp",http://cedar.example.org/ns#ac-10923
"niemandsvriend",http://cedar.example.org/ns#ac-11426
"nieuw- en sint joosland",http://cedar.example.org/ns#ac-11340
"nieuw-beijerland",http://cedar.example.org/ns#ac-10092
"nieuw-ginneken",http://cedar.example.org/ns#ac-10406
"nieuw-helvoet",http://cedar.example.org/ns#ac-10264
"nieuw-lekkerland",http://cedar.example.org/ns#ac-10547
"nieuw-strijen",http://cedar.example.org/ns#ac-10459
"nieuw-vossemeer",http://cedar.example.org/ns#ac-10401
"nieuwe niedorp",http://cedar.example.org/ns#ac-10073
"nieuwe pekela",http://cedar.example.org/ns#ac-10950
"nieuwe tonge",http://cedar.example.org/ns#ac-10502
"nieuwegein",http://cedar.example.org/ns#ac-10374
"nieuwendam",http://cedar.example.org/ns#ac-10177
"nieuwenhagen",http://cedar.example.org/ns#ac-10088
"nieuwenhoorn",http://cedar.example.org/ns#ac-10338
"nieuwer-amstel",http://cedar.example.org/ns#ac-10799
"nieuwerkerk",http://cedar.example.org/ns#ac-10911
"nieuwerkerk aan den ijssel",http://cedar.example.org/ns#ac-10855
"nieuwerkerke",http://cedar.example.org/ns#ac-10014
"nieuweschans",http://cedar.example.org/ns#ac-10008
"nieuweveen",http://cedar.example.org/ns#ac-11273
"nieuwkoop",http://cedar.example.org/ns#ac-10728
"nieuwkuyk",http://cedar.example.org/ns#ac-11278
"nieuwland",http://cedar.example.org/ns#ac-11340
"nieuwland, kortland en 's-graveland",http://cedar.example.org/ns#ac-11406
"nieuwlande",http://cedar.example.org/ns#ac-10800
"nieuwleusen",http://cedar.example.org/ns#ac-10384
"nieuwolda",http://cedar.example.org/ns#ac-10126
"nieuwpoort",http://cedar.example.org/ns#ac-10748
"nieuwstadt",http://cedar.example.org/ns#ac-11140
"nieuwveen",http://cedar.example.org/ns#ac-10487
"nieuwvliet",http://cedar.example.org/ns#ac-11165
"niftrik",http://cedar.example.org/ns#ac-10025
"nigtevecht",http://cedar.example.org/ns#ac-10160
"nijbroek",http://cedar.example.org/ns#ac-10463
"nijefurd",http://cedar.example.org/ns#ac-10768
"nijeveen",http://cedar.example.org/ns#ac-10774
"nijkerk",http://cedar.example.org/ns#ac-10446
"nijland",http://cedar.example.org/ns#ac-11321
"nijmegen",http://cedar.example.org/ns#ac-11209
"nisse",http://cedar.example.org/ns#ac-11086
"nistelrode",http://cedar.example.org/ns#ac-10094
"noorbeek",http://cedar.example.org/ns#ac-10283
"noord-beveland",http://cedar.example.org/ns#ac-10250
"noord-polsbroek",http://cedar.example.org/ns#ac-10993
"noord-scharwoude",http://cedar.example.org/ns#ac-10075
"noord-waddinxveen",http://cedar.example.org/ns#ac-11342
"noordbroek",http://cedar.example.org/ns#ac-10814
"noorddijk",http://cedar.example.org/ns#ac-10979
"noordeloos",http://cedar.example.org/ns#ac-10296
"noordenveld",http://cedar.example.org/ns#ac-10699
"noorder-koggenland",http://cedar.example.org/ns#ac-10924
"noordgouwe",http://cedar.example.org/ns#ac-11107
"noordoostelijke polder",http://cedar.example.org/ns#ac-10144
"noordoostpolder",http://cedar.example.org/ns#ac-10144
"noordwelle",http://cedar.example.org/ns#ac-10055
"noordwijk",http://cedar.example.org/ns#ac-10769
"noordwijkerhout",http://cedar.example.org/ns#ac-11134
"noordwolde",http://cedar.example.org/ns#ac-11322
"nootdorp",http://cedar.example.org/ns#ac-10601
"norg",http://cedar.example.org/ns#ac-10608
"nuenen en gerwen",http://cedar.example.org/ns#ac-10761
"nuenen, gerwen en nederwetten",http://cedar.example.org/ns#ac-10761
"nuland",http://cedar.example.org/ns#ac-10118
"numansdorp",http://cedar.example.org/ns#ac-11346
"nunhem",http://cedar.example.org/ns#ac-10736
"nunspeet",http://cedar.example.org/ns#ac-10512
"nuth",http://cedar.example.org/ns#ac-10104
"obbicht en papenhoven",http://cedar.example.org/ns#ac-10388
"obdam",http://cedar.example.org/ns#ac-11338
"ochten",http://cedar.example.org/ns#ac-10852
"odijk",http://cedar.example.org/ns#ac-11003
"odoorn",http://cedar.example.org/ns#ac-11320
"oeffelt",http://cedar.example.org/ns#ac-10360
"oegstgeest",http://cedar.example.org/ns#ac-10287
"oenkerk",http://cedar.example.org/ns#ac-10739
"oerle",http://cedar.example.org/ns#ac-10119
"ohé en laak",http://cedar.example.org/ns#ac-10420
"oijen en teeffelen",http://cedar.example.org/ns#ac-10869
"oirsbeek",http://cedar.example.org/ns#ac-10504
"oirschot",http://cedar.example.org/ns#ac-10225
"oisterwijk",http://cedar.example.org/ns#ac-10103
"oldeboorn",http://cedar.example.org/ns#ac-11368
"oldebroek",http://cedar.example.org/ns#ac-11106
"oldehove",http://cedar.example.org/ns#ac-10298
"oldekerk",http://cedar.example.org/ns#ac-11332
"oldemarkt",http://cedar.example.org/ns#ac-10858
"oldenzaal",http://cedar.example.org/ns#ac-11100
"olst",http://cedar.example.org/ns#ac-10409
"olst-wijhe",http://cedar.example.org/ns#ac-10409
"ommen",http://cedar.example.org/ns#ac-11069
"onderbanken",http://cedar.example.org/ns#ac-10492
"onstwedde",http://cedar.example.org/ns#ac-10610
"onwaard",http://cedar.example.org/ns#ac-11217
"ooij en persingen",http://cedar.example.org/ns#ac-10810
"ooltgensplaat",http://cedar.example.org/ns#ac-11163
"oost",http://cedar.example.org/ns#ac-11442
"oost gelre",http://cedar.example.org/ns#ac-11094
"oost- en middelzwake",http://cedar.example.org/ns#ac-11393
"oost- en west-barendrecht",http://cedar.example.org/ns#ac-10943
"oost- en west-souburg",http://cedar.example.org/ns#ac-11396
"oost-, west- en middelbeers",http://cedar.example.org/ns#ac-10220
"oost-barendrecht",http://cedar.example.org/ns#ac-10286
"oost-souburg",http://cedar.example.org/ns#ac-11396
"oostburg",http://cedar.example.org/ns#ac-10782
"oostdongeradeel",http://cedar.example.org/ns#ac-11102
"oosterbeek",http://cedar.example.org/ns#ac-10336
"oosterbroek",http://cedar.example.org/ns#ac-11282
"oosterend",http://cedar.example.org/ns#ac-10877
"oosterhesselen",http://cedar.example.org/ns#ac-10490
"oosterhout",http://cedar.example.org/ns#ac-11280
"oosterland",http://cedar.example.org/ns#ac-11237
"oostermeer",http://cedar.example.org/ns#ac-11161
"oosterwolde",http://cedar.example.org/ns#ac-11061
"oosterzee",http://cedar.example.org/ns#ac-11201
"oostflakkee",http://cedar.example.org/ns#ac-10714
"oosthuizen",http://cedar.example.org/ns#ac-11121
"oostkapelle",http://cedar.example.org/ns#ac-10720
"ooststellingwerf",http://cedar.example.org/ns#ac-10836
"oostvoorne",http://cedar.example.org/ns#ac-10009
"oostzaan",http://cedar.example.org/ns#ac-11303
"ootmarsum",http://cedar.example.org/ns#ac-11079
"openbaar lichaam de wieringermeer",http://cedar.example.org/ns#ac-10239
"openbaar lichaam zuidelijke ijsselmeerpolders",http://cedar.example.org/ns#ac-10018
"ophemert",http://cedar.example.org/ns#ac-10829
"opijnen",http://cedar.example.org/ns#ac-11092
"oploo",http://cedar.example.org/ns#ac-10110
"oploo, sint anthonis en ledeacker",http://cedar.example.org/ns#ac-11415
"opmeer",http://cedar.example.org/ns#ac-10609
"opperdoes",http://cedar.example.org/ns#ac-10523
"opsterland",http://cedar.example.org/ns#ac-10005
"oss",http://cedar.example.org/ns#ac-10834
"ossendrecht",http://cedar.example.org/ns#ac-10929
"ossenisse",http://cedar.example.org/ns#ac-10841
"oterleek",http://cedar.example.org/ns#ac-10133
"otterlo",http://cedar.example.org/ns#ac-11389
"ottersum",http://cedar.example.org/ns#ac-10862
"ottoland",http://cedar.example.org/ns#ac-10097
"oud- en nieuw-gastel",http://cedar.example.org/ns#ac-11363
"oud- en nieuw-mathenesse",http://cedar.example.org/ns#ac-11302
"oud-alblas",http://cedar.example.org/ns#ac-10826
"oud-beijerland",http://cedar.example.org/ns#ac-11301
"oud-valkenburg",http://cedar.example.org/ns#ac-10868
"oud-vossemeer",http://cedar.example.org/ns#ac-10134
"oud-vroenhoven",http://cedar.example.org/ns#ac-11348
"oud-wulven",http://cedar.example.org/ns#ac-11356
"ouddorp",http://cedar.example.org/ns#ac-11126
"oude en nieuwe struiten",http://cedar.example.org/ns#ac-10347
"oude ijsselstreek",http://cedar.example.org/ns#ac-10260
"oude niedorp",http://cedar.example.org/ns#ac-10896
"oude pekela",http://cedar.example.org/ns#ac-10848
"oude tonge",http://cedar.example.org/ns#ac-10714
"oudeberkoop",http://cedar.example.org/ns#ac-10386
"oudega",http://cedar.example.org/ns#ac-10472
"oudelande",http://cedar.example.org/ns#ac-11139
"oudenbosch",http://cedar.example.org/ns#ac-10397
"oudendijk",http://cedar.example.org/ns#ac-11090
"oudenhoorn",http://cedar.example.org/ns#ac-10380
"oudenrijn",http://cedar.example.org/ns#ac-10114
"ouder-amstel",http://cedar.example.org/ns#ac-10998
"ouderkerk",http://cedar.example.org/ns#ac-10095
"ouderkerk aan den ijssel",http://cedar.example.org/ns#ac-10095
"oudewater",http://cedar.example.org/ns#ac-10188
"oudheusden",http://cedar.example.org/ns#ac-10812
"oudhuizen",http://cedar.example.org/ns#ac-11171
